"Name","Gross Export","Share","Code","Sector"
"Horses","284632768","0.011169035471952506","0101","Agriculture"
"Bovine","518852064","0.020359838216209077","0102","Agriculture"
"Swine","33079666","0.00129805139988078","0103","Agriculture"
"Sheep","3976451","0.0001560365750702358","0104","Agriculture"
"Fowl","274200736","0.01075968086295491","0105","Agriculture"
"Other live animals","120243024","0.004718355548967702","0106","Agriculture"
"Beef","4553687040","0.17868740986958467","0201","Agriculture"
"Beef (frozen)","4328904704","0.1698669149494343","0202","Agriculture"
"Pork","5840924672","0.22919882102460723","0203","Agriculture"
"Lamb","14689344","0.0005764122147584662","0204","Agriculture"
"Horse meat","687221","0.000026966662271543777","0205","Agriculture"
"Edible offal","2022177920","0.07935058594195007","0206","Agriculture"
"Poultry","4760576000","0.18680576584536385","0207","Agriculture"
"Other meat","5675312","0.00022270015321074245","0208","Agriculture"
"Pig and poultry fat","50557004","0.001983864946398739","0209","Agriculture"
"Preserved meat","284042656","0.011145879382417428","0210","Agriculture"
"Live Fish","49312012","0.0019350112606196755","0301","Agriculture"
"Fish, excluding fillets","219607872","0.008617448122796618","0302","Agriculture"
"Frozen fish, excluding fillets","1715464704","0.0673151101487321","0303","Agriculture"
"Fish fillets","1379407360","0.054128166065940654","0304","Agriculture"
"Preserved fish","41102008","0.0016128493867595584","0305","Agriculture"
"Crustaceans","1018707520","0.03997424648740642","0306","Agriculture"
"Molluscs","327252896","0.012841456131021374","0307","Agriculture"
"Milk","140209008","0.00550182396370917","0401","Agriculture"
"Milk, concentrated","2471579648","0.09698518183355434","0402","Agriculture"
"Fermented milk products","110211200","0.004324705166084223","0403","Agriculture"
"Whey","844397696","0.03313430103402209","0404","Agriculture"
"Butter","205743872","0.008073422538984885","0405","Agriculture"
"Cheese","1802251136","0.07072062366111936","0406","Agriculture"
"Eggs, in shell","598396416","0.023481171347753075","0407","Agriculture"
"Egg yolks","98132976","0.0038507537189543264","0408","Agriculture"
"Honey","25726558","0.0010095142625083965","0409","Agriculture"
"Edible animal products, n.e.c.","6595813","0.00025882076010083795","0410","Agriculture"
"Human hair, unworked","3082067","0.00012094080344935635","0501","Agriculture"
"Brushmaking hair","739708","0.000029026260570557515","0502","Agriculture"
"Animal guts, except fish","572227584","0.022454302182543094","0504","Agriculture"
"Feathers and down","90544320","0.0035529736402795994","0505","Agriculture"
"Bones, simply prepared","37263688","0.0014622330942857954","0506","Agriculture"
"Whalebone & horns","3187819","0.00012509052889217648","0507","Agriculture"
"Coral and shells","3161354","0.0001240520380471406","0508","Agriculture"
"Animal products used in pharmaceuticals","17697330","0.0006944460678850906","0510","Agriculture"
"Animal products n.e.c.","524906176","0.02059740254218005","0511","Agriculture"
"Flower bulbs","13147349","0.0005159040836195617","0601","Agriculture"
"Other live plants","367174112","0.01440797105029967","0602","Agriculture"
"Cut flowers","23656406","0.0009282811659721135","0603","Agriculture"
"Other parts of plants","103908984","0.0040774051993568965","0604","Agriculture"
"Potatoes","277390240","0.010884837511517363","0701","Agriculture"
"Tomatoes","247293376","0.009703831740563646","0702","Agriculture"
"Onions, shallots, garlic","264851296","0.01039280733768711","0703","Agriculture"
"Cabbages, cauliflowers, broccoli","527063488","0.02068205581109696","0704","Agriculture"
"Lettuce","547775296","0.02149479047923001","0705","Agriculture"
"Carrots & turnips","140487824","0.005512764748271782","0706","Agriculture"
"Cucumbers","53159856","0.002086001276381106","0707","Agriculture"
"Legumes","114270400","0.004483988825187554","0708","Agriculture"
"Other vegetables","827221056","0.032460286925256654","0709","Agriculture"
"Frozen vegetables","268799968","0.010547753860341541","0710","Agriculture"
"Vegetables, provisionally preserved","7205495","0.00028274477957498","0711","Agriculture"
"Vegetables, dried","217486784","0.008534216289450105","0712","Agriculture"
"Legumes, dried","924902784","0.03629333360030995","0713","Agriculture"
"Tubers","216672496","0.008502263497716775","0714","Agriculture"
"Cashew nuts & coconuts","32649728","0.0012811805637979142","0801","Agriculture"
"Other nuts","7899567104","0.3099802802664138","0802","Agriculture"
"Bananas and plantains","305083520","0.011971526260771675","0803","Agriculture"
"Avocados, pineapples, mangos, etc.","339149536","0.013308282192864854","0804","Agriculture"
"Citrus fruit","970412480","0.03807914137119097","0805","Agriculture"
"Grapes","975261440","0.038269415339373294","0806","Agriculture"
"Melons and papayas","252687728","0.009915506978307875","0807","Agriculture"
"Apples & pears","1013985280","0.039788945032350226","0808","Agriculture"
"Peaches & cherries","726905344","0.028523882295547358","0809","Agriculture"
"Other fresh fruit","1255105024","0.04925052246297166","0810","Agriculture"
"Fruits and nuts, frozen","258211840","0.010132274019265853","0811","Agriculture"
"Fruits and nuts, provisionally preserved","4818362","0.00018907329775434716","0812","Agriculture"
"Fruits, dried","251558880","0.009871210801718528","0813","Agriculture"
"Peel of citrus fruit or melons","2779746","0.00010907767891649808","0814","Agriculture"
"Coffee","773869888","0.03036677853530874","0901","Agriculture"
"Tea","87257040","0.0034239802457936915","0902","Agriculture"
"Mate","2232927","0.00008762041364569976","0903","Agriculture"
"Pepper","58056880","0.0022781612836329864","0904","Agriculture"
"Vanilla","11389797","0.000446937461224908","0905","Agriculture"
"Cinnamon","15147217","0.0005943792247221585","0906","Agriculture"
"Cloves","1064491","0.00004177079758636292","0907","Agriculture"
"Nutmeg","4851324","0.00019036673192151412","0908","Agriculture"
"Anise, fennel, etc.","8571192","0.00033633494891535307","0909","Agriculture"
"Spices","59201540","0.002323077925638608","0910","Agriculture"
"Wheat and meslin","7558182400","0.2965842897227038","1001","Agriculture"
"Rye","4742234","0.00018608602282327248","1002","Agriculture"
"Barley","79063320","0.0031024573587055586","1003","Agriculture"
"Oats","15427456","0.0006053758480330224","1004","Agriculture"
"Corn","19052726272","0.7476320350064874","1005","Agriculture"
"Rice","1932413568","0.07582821837109882","1006","Agriculture"
"Grain sorghum","2104153728","0.0825673297969442","1007","Agriculture"
"Other cereals","79424896","0.0031166456589430307","1008","Agriculture"
"Wheat or meslin flour","149975680","0.005885069739581769","1101","Agriculture"
"Cereal flours","92320528","0.003622672327106711","1102","Agriculture"
"Cereal meals","110129080","0.00432148276411202","1103","Agriculture"
"Worked cereal grains","114970856","0.004511474830982016","1104","Agriculture"
"Potato flour","108217672","0.004246478807598574","1105","Agriculture"
"Flour of dried legumes","95668592","0.003754050895502487","1106","Agriculture"
"Malt","247508112","0.009712258015647705","1107","Agriculture"
"Starches","145135104","0.005695124760904254","1108","Agriculture"
"Wheat gluten","10785417","0.0004232214930812168","1109","Agriculture"
"Soya beans","28144820224","1.1044072600719756","1201","Agriculture"
"Peanuts","484782144","0.01902292909052969","1202","Agriculture"
"Copra","14882","5.839720671008518e-7","1203","Agriculture"
"Linseed","17405846","0.0006830081889705076","1204","Agriculture"
"Rape or colza seeds","93233480","0.0036584967100259324","1205","Agriculture"
"Sunflower seeds","232053792","0.009105828019945646","1206","Agriculture"
"Other oil seeds","191073296","0.007497746783556842","1207","Agriculture"
"Flours of oil seeds","920098112","0.036104797500351504","1208","Agriculture"
"Seeds used for sowing","1079621632","0.04236452601302481","1209","Agriculture"
"Hop cones","273831264","0.010745182722410904","1210","Agriculture"
"Plants used in perfumery, pharmacy or insecticide","164981488","0.006473900052461657","1211","Agriculture"
"Seaweeds & edible vegetable products","7541961","0.0002959477593847606","1212","Agriculture"
"Cereal straw and husks","14168709","0.000555982413847631","1213","Agriculture"
"Forage products","1697622272","0.06661497025509236","1214","Agriculture"
"Lac","27038216","0.001060983932820812","1301","Agriculture"
"Vegetable saps and extracts","591959232","0.023228575215056627","1302","Agriculture"
"Vegetable materials used for plaiting","1994513","0.00007826501004364476","1401","Agriculture"
"Vegetable products n.e.c.","33552252","0.0013165957503244652","1404","Agriculture"
"Pig and poultry fat, rendered","473980064","0.018599053738655693","1501","Agriculture"
"Bovine, sheep and goat fats","574015744","0.02252446986776733","1502","Agriculture"
"Lard oil, tallow oil etc.","14150969","0.0005552862934021014","1503","Agriculture"
"Fish oils","161640784","0.006342810291646439","1504","Agriculture"
"Wool grease","7695558","0.0003019749303020089","1505","Agriculture"
"Other animal fats and oils","23566968","0.0009247716045060897","1506","Agriculture"
"Soybean oil","881556352","0.03459241265578055","1507","Agriculture"
"Peanut oil","24757410","0.0009714847395352306","1508","Agriculture"
"Olive oil","37085032","0.0014552226041890362","1509","Agriculture"
"Olive oil, blended","4453277","0.000174747303794025","1510","Agriculture"
"Palm oil","118517248","0.004650635821909978","1511","Agriculture"
"Sunflower seed oil","121759792","0.004777873768580148","1512","Agriculture"
"Coconut & palm kernel oil","72623840","0.0028497711306008284","1513","Agriculture"
"Rapeseed, colza or mustard oil,","175047328","0.006868885228641366","1514","Agriculture"
"Other vegetable fats and oils","646698688","0.02537656024880855","1515","Agriculture"
"Vegetable fats, hydrogenated","104295216","0.004092561004989238","1516","Agriculture"
"Margarine","442836608","0.017376979529746647","1517","Agriculture"
"Animal or vegetable fats and oils, processed","533860832","0.020948784679963754","1518","Agriculture"
"Stearic acid","533815968","0.020947024209407483","1519","Agriculture"
"Glycerol","81587328","0.003201499837481199","1520","Agriculture"
"Vegetable waxes and beeswax","32256558","0.0012657525099327052","1521","Agriculture"
"Degras and wax residues","4711257","0.00018487048037450326","1522","Agriculture"
"Sausages","678497984","0.02662436972451557","1601","Agriculture"
"Other prepared or preserved meat","1368491136","0.05369981168519775","1602","Agriculture"
"Extracts and juices of meat or fish","16064933","0.0006303905477655347","1603","Agriculture"
"Prepared or preserved fish","299886752","0.011767604250880291","1604","Agriculture"
"Prepared aquatic invertibrates","354929472","0.013927489412636333","1605","Agriculture"
"Sugarcane & sucrose","89739600","0.0035213962984009944","1701","Agriculture"
"Other sugars","1342109568","0.052664594725224514","1702","Agriculture"
"Molasses","29585966","0.0011609580514847144","1703","Agriculture"
"Confectionery sugar","566264256","0.022220300235294043","1704","Agriculture"
"Cocoa beans","17430044","0.0006839577223719124","1801","Agriculture"
"Cocoa residues","927125","0.00003638053371259758","1802","Agriculture"
"Cocoa paste","47192808","0.0018518533557353594","1803","Agriculture"
"Cocoa butter","93730384","0.003677995302690271","1804","Agriculture"
"Cocoa powder","102261944","0.004012775085568576","1805","Agriculture"
"Chocolates","1620765952","0.06359911593039376","1806","Agriculture"
"Malt extract","1110034048","0.043557914095073653","1901","Agriculture"
"Pasta","395302176","0.015511720793454154","1902","Agriculture"
"Tapioca","3407518","0.0001337115528923102","1903","Agriculture"
"Cereal foods","640819840","0.02514587331031025","1904","Agriculture"
"Bakery products","2157659904","0.08466692072567568","1905","Agriculture"
"Pickled fruits and vegetables","118814768","0.004662310554432747","2001","Agriculture"
"Tomatoes, prepared or preserved","368159552","0.014446639873966102","2002","Agriculture"
"Mushrooms, prepared or preserved","3423917","0.00013435505228274073","2003","Agriculture"
"Other vegetables, frozen","1268862848","0.04979038168351256","2004","Agriculture"
"Other vegetables, prepared or preserved","543796224","0.02133865105569936","2005","Agriculture"
"Vegetables, fruits and nuts, preserved by sugar","16195990","0.0006355332454673246","2006","Agriculture"
"Jams, jellies and marmalades","141784400","0.0055636425984850165","2007","Agriculture"
"Fruits and nuts, otherwise prepared","1812720896","0.0711314587228886","2008","Agriculture"
"Fruit juices","770466304","0.03023322135320745","2009","Agriculture"
"Coffee extracts","412712512","0.01619490517074487","2101","Agriculture"
"Yeasts","143055056","0.005613503343740634","2102","Agriculture"
"Sauces and seasonings","1901419520","0.07461200695607509","2103","Agriculture"
"Soups and broths","600569792","0.023566454970606682","2104","Agriculture"
"Ice cream","257846624","0.010117942884844517","2105","Agriculture"
"Food preparations n.e.c.","7684919296","0.30155746585058074","2106","Agriculture"
"Waters","178217664","0.006993289721809236","2201","Agriculture"
"Waters, flavored or sweetened","1420853632","0.055754524427280815","2202","Agriculture"
"Beer","640403136","0.025129521778510144","2203","Agriculture"
"Wine","1537518208","0.0603324611027387","2204","Agriculture"
"Wine, flavored","32703814","0.0012833029071134107","2205","Agriculture"
"Other fermented beverages","39538284","0.0015514886061752814","2206","Agriculture"
"Ethyl alcohol > 80%","2844836608","0.1116318448150743","2207","Agriculture"
"Spirits < 80% alcohol","1892709632","0.07427022955387264","2208","Agriculture"
"Vinegars","71948488","0.0028232702097930945","2209","Agriculture"
"Flours of fish, for animal feed","913484992","0.035845297610794594","2301","Agriculture"
"Cereal residues","224662064","0.008815775427578543","2302","Agriculture"
"Starch residues","3605981952","0.1414993102027822","2303","Agriculture"
"Solid soybean residues","4680523264","0.18366448364411408","2304","Agriculture"
"Solid peanut residues","841013","0.000033001485020070464","2305","Agriculture"
"Solid vegetable oil and fat residues","44275464","0.0017373763092278828","2306","Agriculture"
"Wine lees","4568798","0.00017928036636381115","2307","Agriculture"
"Vegetable materials for animal feeding","69464312","0.0027257907450865815","2308","Agriculture"
"Animal feed","3778636800","0.14827431413246525","2309","Agriculture"
"Unmanufactured tobacco","841035712","0.033002376242593515","2401","Agriculture"
"Cigars and cigarettes","131697368","0.00516782584482607","2402","Agriculture"
"Other manufactured tobacco","152686128","0.005991428153862737","2403","Agriculture"
"Salt","201449408","0.007904907082784764","2501","Minerals"
"Unroasted iron pyrites","1132921","0.000044456001762663904","2502","Minerals"
"Sulphur, crude","217793328","0.008546245125180341","2503","Minerals"
"Natural graphite","57499708","0.0022562977649815473","2504","Minerals"
"Natural sands","429201824","0.016841948418541593","2505","Minerals"
"Quartz","113517968","0.004454463272816043","2506","Minerals"
"Kaolin","610087808","0.023939943445154387","2507","Minerals"
"Clays","419875936","0.01647599907753158","2508","Minerals"
"Chalk","1071295","0.00004203778763773734","2509","Minerals"
"Natural calcium phosphates","1196661","0.000046957169586680044","2510","Minerals"
"Natural barium sulfate","16745810","0.000657108270459489","2511","Minerals"
"Siliceous fossil meals and earths","49283256","0.001933882870567159","2512","Minerals"
"Natural abrasives","23352928","0.0009163726405736702","2513","Minerals"
"Slate","401616","0.000015759476259963425","2514","Minerals"
"Marble","19583370","0.0007684545800094617","2515","Minerals"
"Granite","21494936","0.0008434647364682513","2516","Minerals"
"Gravel","55558724","0.002180133241484055","2517","Minerals"
"Dolomite","19418694","0.0007619926673551209","2518","Minerals"
"Natural magnesia","89861272","0.003526170727197413","2519","Minerals"
"Gypsum","54875192","0.002153311336164234","2520","Minerals"
"Limstone","11041757","0.00043328031579863597","2521","Minerals"
"Quicklime","36909592","0.0014483383104481294","2522","Minerals"
"Cements","181023312","0.007103383799360465","2523","Minerals"
"Asbestos","1122912","0.00004406324699720143","2524","Minerals"
"Mica","9985558","0.0003918348976223255","2525","Minerals"
"Natural steatite","110282496","0.004327502832560236","2526","Minerals"
"Natural borates","3351689","0.00013152081397723337","2528","Minerals"
"Feldspar","17367156","0.0006814899871645586","2529","Minerals"
"Mineral substances n.e.c.","207677584","0.008149301708035937","2530","Minerals"
"Iron ores and concentrates","1668518656","0.0654729396949775","2601","Minerals"
"Manganese > 47% by weight","2145012","0.00008417061494396804","2602","Minerals"
"Copper ore","3414675968","0.13399243270478176","2603","Minerals"
"Nickel ore","244727824","0.009603159068564269","2604","Minerals"
"Cobalt ore","66637","0.0000026148465687004076","2605","Minerals"
"Aluminum ore","6614142","0.00025953999300084413","2606","Minerals"
"Lead ore","891285568","0.03497418865220513","2607","Minerals"
"Zinc ore","1481397888","0.058130290744133596","2608","Minerals"
"Tin ore","4891991","0.00019196251152457755","2609","Minerals"
"Chromium ore","3947362","0.00015489511804430537","2610","Minerals"
"Tungsten ore","3482631","0.00013665899906057698","2611","Minerals"
"Uranium ore","5945","2.33282753589206e-7","2612","Minerals"
"Molybdenum ore","969758272","0.03805347014433478","2613","Minerals"
"Titanium ore","36183636","0.0014198516805634187","2614","Minerals"
"Zirconium ore","45567908","0.0017880920190983362","2615","Minerals"
"Precious metal ores","293453600","0.011515166334510584","2616","Minerals"
"Other ores","2451290","0.00009618901279153656","2617","Minerals"
"Granulated iron or steel slag","6332396","0.0002484842347682547","2618","Minerals"
"Iron or steel slag","26303246","0.0010321435921302386","2619","Minerals"
"Slag, ash and residues containing metals","3785867264","0.1485580386996053","2620","Minerals"
"Other slag and ash","29380942","0.0011529128768384784","2621","Minerals"
"Coal","10712331264","0.420353597077487","2701","Minerals"
"Lignite","9915473","0.0003890847509805594","2702","Minerals"
"Peat","23754874","0.0009321450660865663","2703","Minerals"
"Coke","649817728","0.02549895187870844","2704","Minerals"
"Non-petroleum gases","234008","0.000009182511455324295","2705","Minerals"
"Tar distilled from coal, lignite etc.","52767208","0.0020705937058796264","2706","Minerals"
"Oils etc. from high temperature coal tar","1635309056","0.06416978966409506","2707","Minerals"
"Pitch and pitch coke","21915398","0.0008599637327911487","2708","Minerals"
"Petroleum oils, crude","69072822272","2.7104286253641714","2709","Minerals"
"Petroleum oils, refined","82159435776","3.223949438378605","2710","Minerals"
"Petroleum gases","72903680000","2.860752097087692","2711","Minerals"
"Petroleum jelly","380120960","0.01491600744251849","2712","Minerals"
"Petroleum coke","5365513728","0.2105436193252357","2713","Minerals"
"Bitumen and asphalt, natural","141178016","0.00553984799305988","2714","Minerals"
"Bituminous mixtures","100051880","0.003926051819710145","2715","Minerals"
"Electrical energy","600116672","0.02354867446912538","2716","Minerals"
"Iodine","85049960","0.0033373740725738984","2801","Chemicals"
"Sulfur, sublimed or precipitated","11857316","0.00046528298177583687","2802","Chemicals"
"Carbon","328914208","0.012906646280378948","2803","Chemicals"
"Silicon & rare gases","1686844288","0.06619204043412341","2804","Chemicals"
"Rare-earth metals","38837824","0.0015240024434201769","2805","Chemicals"
"Hydrochloric acid","22864120","0.0008971917362479457","2806","Chemicals"
"Sulfiric acid, oleum","26765580","0.0010502856524494837","2807","Chemicals"
"Sulfonitric acids","12183897","0.00047809807260004483","2808","Chemicals"
"Phosphoric acid etc.","293716000","0.011525462952600039","2809","Chemicals"
"Oxides of boron; boric acids","170409648","0.006686901921548753","2810","Chemicals"
"Other inorganic acids","348688608","0.013682596908229984","2811","Chemicals"
"Halides of nonmetals","87904816","0.0034493990799381825","2812","Chemicals"
"Sulfides of nonmetals","29954970","0.0011754378276336516","2813","Chemicals"
"Ammonia","153246048","0.00601339950447496","2814","Chemicals"
"Sodium hydroxide","1168867200","0.04586653641650214","2815","Chemicals"
"Hydroxides or peroxides of magnesium","18520446","0.0007267452717544485","2816","Chemicals"
"Zinc oxide or peroxide","114092352","0.004477002193108319","2817","Chemicals"
"Aluminum oxide","511846688","0.02008494613829356","2818","Chemicals"
"Chromium oxides and hydroxides","61298952","0.0024053807089474463","2819","Chemicals"
"Manganese oxides","27154332","0.0010655403432860374","2820","Chemicals"
"Iron oxides and hydroxides","51901040","0.002036605134624647","2821","Chemicals"
"Cobalt oxides and hydroxides","3688187","0.00014472504947214685","2822","Chemicals"
"Titanium oxides","50475952","0.0019806844529178455","2823","Chemicals"
"Lead oxides","18082938","0.0007095773876573407","2824","Chemicals"
"Metal base oxides, n.e.c.","539264064","0.02116080837033235","2825","Chemicals"
"Flourides","155973440","0.006120422804033778","2826","Chemicals"
"Chlorides, bromides, iodides etc.","322524032","0.012655894749142674","2827","Chemicals"
"Hyopchlorites","64504300","0.0025311590786113074","2828","Chemicals"
"Sodium chlorate","35382000","0.0013883953553394932","2829","Chemicals"
"Sulfides; polysulfides","81171856","0.003185196649558707","2830","Chemicals"
"Dithionites and sulfoxylates","1569942","0.00006160477590165606","2831","Chemicals"
"Sulfites","49813624","0.0019546945959591855","2832","Chemicals"
"Sulfates","213841280","0.008391166127744393","2833","Chemicals"
"Nitrites, nitrates","41124176","0.0016137192626353475","2834","Chemicals"
"Phosphates","276791584","0.010861346154051812","2835","Chemicals"
"Carbonates","1622163968","0.06365397430247817","2836","Chemicals"
"Cyanides","214891936","0.008432394037711595","2837","Chemicals"
"Silicates","78601288","0.0030843271489147546","2839","Chemicals"
"Borates","310487232","0.012183568786417265","2840","Chemicals"
"Salts of oxometallic acids","133418888","0.0052353785657611234","2841","Chemicals"
"Other salts of acids","167186112","0.006560409851847503","2842","Chemicals"
"Compounds of precious metals","2091460224","0.08206923466392223","2843","Chemicals"
"Uranium","573434880","0.02250167667123565","2844","Chemicals"
"Non-radioactive isotopes","280796544","0.011018501426854945","2845","Chemicals"
"Compounds of rare-earth metals","215799120","0.008467992083385618","2846","Chemicals"
"Hydrogen peroxide","49931248","0.0019593101805862973","2847","Chemicals"
"Carbides","66715344","0.0026179207998269327","2849","Chemicals"
"Hydrides, nitrides, azides, silicides and borides","281988960","0.011065292021960719","2850","Chemicals"
"Inorganic compounds, liquid or compressed air","136428720","0.005353484856223849","2851","Chemicals"
"Acyclic hydrocarbons","5497279488","0.21571412888311195","2901","Chemicals"
"Cyclic hydrocarbons","3821102080","0.14994065853117622","2902","Chemicals"
"Halogenated derivatives of hydrocarbons","2876395264","0.1128702115385822","2903","Chemicals"
"Sulfonated, nitrated derivatives of hydrocarbons","117692472","0.004618271479374353","2904","Chemicals"
"Acyclic alcohols","3724478976","0.14614915243168822","2905","Chemicals"
"Cyclic alcohols","168765216","0.00662237414609876","2906","Chemicals"
"Phenols, phenol-alcohols","570640192","0.022392012665842422","2907","Chemicals"
"Derivatives of phenols","93542464","0.003670621291747548","2908","Chemicals"
"Ethers","3005176576","0.11792361087822739","2909","Chemicals"
"Epoxides","450502496","0.01767779020448953","2910","Chemicals"
"Acetals and hemiacetals","4083765","0.0001602475936436037","2911","Chemicals"
"Aldehydes","266321040","0.010450480327996817","2912","Chemicals"
"Derivatives of aldehydes","1841440","0.00007225840097044702","2913","Chemicals"
"Ketones and quinones","423196192","0.0166062864555469","2914","Chemicals"
"Saturated acyclic monocarboxylic acids","2424122112","0.09512294050863611","2915","Chemicals"
"Unsaturated acyclic monocarboxylic acids","1056411136","0.0414537424269775","2916","Chemicals"
"Polycarboxylic acids","788793024","0.030952364785647883","2917","Chemicals"
"Carboxylic acids with additional oxygen function","405085856","0.01589563396597487","2918","Chemicals"
"Phosporic esters","57273652","0.002247427291281739","2919","Chemicals"
"Esters of other inorganic acids of nonmetals","182523520","0.007162252201916655","2920","Chemicals"
"Amine-function compounds","1385585920","0.054370613751393335","2921","Chemicals"
"Oxygen-function amino-compounds","1098625920","0.043110257322468426","2922","Chemicals"
"Quaternary ammonium salts and hydroxides","336588256","0.013207777154830715","2923","Chemicals"
"Carboxyamide-function compounds","442322016","0.01735678685712512","2924","Chemicals"
"Carboxyimide-function compounds","82851544","0.003251107876103829","2925","Chemicals"
"Nitrile-function compounds","1389886080","0.0545393527195471","2926","Chemicals"
"Diazo-, azo-, or azoxy-compounds","23449632","0.0009201673210451742","2927","Chemicals"
"Organix derivatives of hydrazine","71745376","0.002815300062333547","2928","Chemicals"
"Isocyanates","475754784","0.018668694036124128","2929","Chemicals"
"Organo-sulfur compounds","639409728","0.025090540289245625","2930","Chemicals"
"Other organo-inorganic compounds","1229999872","0.04826539227157796","2931","Chemicals"
"Heterocyclic compounds with oxygen hetero-atom(s) only","613575360","0.024076795545044303","2932","Chemicals"
"Heterocyclic compounds with nitrogen hetero-atom(s) only","3039176704","0.11925778135463201","2933","Chemicals"
"Nucleic acids and their salts","2098062080","0.08232829255231237","2934","Chemicals"
"Sulfonamides","157349056","0.006174402196525177","2935","Chemicals"
"Vitamins","840023616","0.03296266143321141","2936","Chemicals"
"Hormones","2263538688","0.08882162119299221","2937","Chemicals"
"Glycosides","66549920","0.002611429535532611","2938","Chemicals"
"Vegetable alkaloids","78100776","0.0030646869777516865","2939","Chemicals"
"Other sugars, chemically pure","159502944","0.006258921107132873","2940","Chemicals"
"Antibiotics","412287840","0.016178240973346678","2941","Chemicals"
"Other organic compounds","123460312","0.004844602446146761","2942","Chemicals"
"Heparin for therapeutic use","757770560","0.029735038322226185","3001","Chemicals"
"Serums and vaccines","44740186112","1.7556120794450654","3002","Chemicals"
"Medicaments, not packaged","1336796160","0.05245609574302386","3003","Chemicals"
"Medicaments, packaged","31224967168","1.2252727202159113","3004","Chemicals"
"Wadding, gauze and bandages","927176448","0.03638255254036994","3005","Chemicals"
"Pharmaceutical goods","1779234688","0.06981745454971773","3006","Chemicals"
"Animal or vegetable fertilizers","45425036","0.0017824856989013984","3101","Chemicals"
"Nitrogenous fertilizers","581436032","0.02281564315911551","3102","Chemicals"
"Phosphatic fertilizers","6657191","0.0002612292426659849","3103","Chemicals"
"Potassic fertilizers","695982976","0.027310483615221245","3104","Chemicals"
"Mixed fertilizers","2504043264","0.09825905933261954","3105","Chemicals"
"Vegetable tanning extracts","4961603","0.00019469409757047357","3201","Chemicals"
"Synthetic tanning substances","11927835","0.00046805015864721734","3202","Chemicals"
"Coloring matter of animal or vegetable origin","158825328","0.006232331346601988","3203","Chemicals"
"Synthetic organic coloring matter","915312320","0.035917002254621445","3204","Chemicals"
"Color lakes","42283144","0.0016591973528559993","3205","Chemicals"
"Other coloring matter","1970371072","0.077317676916514","3206","Chemicals"
"Prepared pigments","260941360","0.010239380821886005","3207","Chemicals"
"Paints and varnishes, nonaqueous","1465317632","0.05749929891939022","3208","Chemicals"
"Paints and varnishes, aqueous","944041280","0.037044331253200787","3209","Chemicals"
"Other paints and varnishes","67634272","0.002653979681944716","3210","Chemicals"
"Prepared driers","12068521","0.0004735706998535169","3211","Chemicals"
"Pigments, nonaqueous","222997616","0.008750462221077946","3212","Chemicals"
